UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
28784,4f56f613,L,296.6,307.5,1439,45.5,199,0,No Failure
28785,fa2ce505,M,302.2,310.9,1465,43.5,140,0,No Failure
28786,c5c1a409,M,300.2,309.4,1752,27.8,208,0,No Failure
28787,e2bafee8,L,297.2,308.4,1460,42.1,41,0,No Failure
28788,ec248bec,L,303.4,312.3,1479,42.8,92,0,No Failure
28789,cd75e7e6,L,296.7,307.8,1605,31.3,128,0,No Failure
28790,013f51c7,L,300.1,311.4,1660,31.4,38,0,No Failure
28791,a6cb273e,M,295.3,305.7,1473,38.5,189,0,No Failure
28792,dd1027c1,L,298.9,309.9,1404,39.8,62,0,No Failure
28793,dedb6b4e,L,301.8,310.9,1899,24.7,31,0,No Failure
28794,0a593c66,H,300.6,309.6,1888,20.5,133,0,No Failure
28795,4c2f1cfe,L,302.2,311.6,1658,31.4,89,0,No Failure
28796,d4117e4a,M,300.7,310.6,1488,39.2,189,0,No Failure
28797,f1421890,H,303.2,311.4,1607,36.6,43,0,No Failure
28798,c892f973,L,298.7,309.7,1462,46.8,4,0,No Failure
28799,fb136227,M,303.6,311.8,1627,30.8,104,0,No Failure
28800,2af6240f,M,298.0,307.6,1301,58.5,155,0,No Failure
28801,17f8ee64,M,297.3,308.7,1466,38.4,27,0,No Failure
28802,2cc9703b,L,298.8,309.1,1368,50.8,115,0,No Failure
28803,eb26dc45,H,301.9,311.0,1672,29.9,13,0,No Failure
28804,1154ef4d,L,303.7,312.9,1461,50.1,31,0,No Failure
28805,ba0508d8,L,299.7,309.1,1347,55.3,139,0,No Failure
28806,a10506b8,L,299.2,308.7,1650,30.5,93,0,No Failure
28807,99998245,L,298.2,307.8,1375,46.6,188,0,No Failure
28808,cccf612c,M,300.9,311.0,1567,34.3,130,0,No Failure
28809,68aaa2ea,M,297.6,308.4,1398,48.9,63,0,No Failure
28810,1059d337,L,298.1,307.7,1479,45.0,136,0,No Failure
28811,39a2cef2,L,297.1,308.4,1726,28.4,202,0,No Failure
28812,ca2f51e7,L,300.4,310.8,1520,37.6,151,0,No Failure
28813,8b70fde9,M,301.6,310.8,1664,32.0,58,0,No Failure
28814,b939b6e2,M,302.0,310.5,1381,58.4,201,0,No Failure
28815,61c48611,H,298.8,309.8,1911,21.6,126,0,No Failure
28816,c33ac5e4,L,299.6,309.2,1602,37.3,31,0,No Failure
28817,b7f3ca0d,L,300.7,309.5,1541,37.2,48,0,No Failure
28818,fce91850,L,300.8,312.0,1374,50.2,154,0,No Failure
28819,6ef2b990,M,301.8,310.3,1666,32.7,19,0,No Failure
28820,9e61afee,L,298.9,308.5,1387,57.3,154,0,No Failure
28821,c8d58169,L,296.6,307.4,1465,47.8,187,0,No Failure
28822,073cb204,L,300.3,311.4,1526,38.5,101,0,No Failure
28823,44b423a7,L,297.5,308.3,1437,42.3,29,0,No Failure
28824,84e2e119,M,302.3,311.7,1685,30.8,130,0,No Failure
28825,86876fbd,L,301.2,310.8,1711,28.9,38,0,No Failure
28826,3e799564,L,297.5,308.3,1596,36.8,77,0,No Failure
28827,add306a5,L,300.5,311.0,1759,28.3,13,0,No Failure
28828,4a89e1cc,M,300.7,311.7,1499,38.9,3,0,No Failure
28829,5addec3d,L,299.1,310.4,1452,39.7,151,0,No Failure
28830,c5e60bc2,M,299.7,309.6,1534,39.1,176,0,No Failure
28831,2ca58800,L,302.3,311.3,1439,41.8,96,0,No Failure
28832,3f297691,M,295.5,306.1,1822,24.3,164,0,No Failure
28833,9142f8c8,L,300.4,311.5,1596,32.5,154,0,No Failure
28834,ff7c056c,L,297.9,308.6,2262,15.7,125,0,No Failure
28835,b6993049,L,297.6,308.6,1415,47.3,169,0,No Failure
28836,531fccf0,L,301.4,310.9,1536,38.3,9,0,No Failure
28837,b6077290,M,299.4,308.9,1457,41.5,201,0,No Failure
28838,ebb007b8,L,300.5,311.6,1509,47.2,202,0,No Failure
28839,13dd82d7,L,302.3,311.5,1565,35.6,41,0,No Failure
28840,e8a61a74,H,298.7,309.6,1654,34.3,136,0,No Failure
28841,c2d0b186,L,296.6,307.6,1671,28.8,108,0,No Failure
28842,66ace752,L,303.8,312.6,1735,25.9,154,0,No Failure
28843,8613bde8,L,296.8,307.8,1573,36.4,126,0,No Failure
28844,1ad72052,M,298.1,308.7,1362,49.6,158,0,No Failure
28845,b9628d83,L,302.9,312.6,1328,59.9,24,0,No Failure
28846,191ccaeb,L,301.3,310.6,1521,36.3,166,0,No Failure
28847,18261de2,L,302.2,311.5,1588,30.6,39,0,No Failure
28848,bc3f459c,L,302.3,310.8,1723,26.3,213,0,No Failure
28849,e3bf3265,L,303.0,311.2,1382,50.5,203,0,No Failure
28850,e73967bd,L,299.1,310.5,1532,36.6,62,0,No Failure
28851,47e27035,M,298.9,310.1,1441,41.2,189,0,No Failure
28852,012b2277,M,304.2,313.4,1329,54.5,75,0,No Failure
28853,0f13ea95,M,298.0,308.1,1339,51.6,197,0,No Failure
28854,a1c9fd78,L,301.3,310.4,1695,30.9,108,0,No Failure
28855,67192c58,L,301.9,311.1,1448,46.3,14,0,No Failure
28856,8cd59824,M,297.7,308.9,1573,35.1,9,0,No Failure
28857,0fc6b7e6,M,297.1,308.4,1880,23.5,155,0,No Failure
28858,b8d7d090,L,300.8,312.3,1435,44.8,134,0,No Failure
28859,a6b7da3a,L,301.3,310.1,1662,31.0,37,0,No Failure
28860,95113853,L,300.0,309.6,1694,28.7,94,0,No Failure
28861,b8701da8,M,301.6,310.8,1343,49.5,140,0,No Failure
28862,c0459c9d,L,298.9,309.1,1383,54.9,145,0,No Failure
28863,f052beab,M,300.9,310.2,1533,38.1,137,0,No Failure
28864,9352a9c8,M,298.5,309.7,1523,44.6,83,0,No Failure
28865,eeca57f4,L,296.8,307.9,1698,30.8,48,0,No Failure
28866,977da37c,L,299.7,310.3,1386,46.6,2,0,No Failure
28867,8f47d01d,L,297.4,308.8,1467,39.0,128,0,No Failure
28868,18391610,L,299.0,308.7,2250,16.6,208,0,No Failure
28869,b336c4ef,L,298.0,308.5,1702,26.7,203,0,No Failure
28870,63a7e6f9,L,298.7,309.8,1695,29.0,145,0,No Failure
28871,2c7a1fb8,L,296.6,307.5,1557,35.1,60,0,No Failure
28872,2c0bfa6a,M,296.9,307.7,2008,17.5,3,0,No Failure
28873,34a46ba7,L,298.0,308.5,1395,46.2,122,0,No Failure
28874,cca1055f,L,300.2,310.1,1392,47.9,201,0,No Failure
28875,d7dbde6c,L,297.3,307.8,1385,44.4,169,0,No Failure
28876,6b607c63,L,299.9,309.2,1761,25.6,115,0,No Failure
28877,7632e37b,L,302.7,310.7,1597,41.9,15,0,No Failure
28878,7f7ae6e6,L,300.7,309.5,1479,34.5,197,0,No Failure
28879,9b03fd89,M,301.0,310.7,1493,48.1,145,0,No Failure
28880,a018ae60,L,301.8,311.2,1822,26.2,204,0,No Failure
28881,44c9092a,L,300.4,309.3,1413,50.3,101,0,No Failure
28882,2176ac1c,M,296.9,307.5,1332,51.1,121,0,No Failure
28883,fcc78888,M,302.1,310.6,1421,52.0,95,0,No Failure
28884,b0c1d57a,H,301.8,311.1,1463,50.1,149,0,No Failure
28885,1ace8e3c,M,300.4,310.2,1613,36.9,231,0,No Failure
28886,f96cedd0,M,297.0,307.7,1498,47.1,199,0,No Failure
28887,97dd67eb,L,299.4,308.6,1746,26.8,107,0,No Failure
28888,b380b3f4,L,300.4,311.1,1405,54.1,193,0,No Failure
28889,e339c64c,L,297.5,308.4,1441,44.5,4,0,No Failure
28890,b2905a8b,M,299.5,309.4,1387,56.2,32,0,No Failure
28891,ad54d2b9,M,299.9,311.3,1703,28.4,134,0,No Failure
28892,82b8b192,M,298.5,309.3,1498,34.6,46,0,No Failure
28893,bc25a191,M,301.1,311.0,1413,46.6,30,0,No Failure
28894,f98639d1,H,301.6,310.7,1414,51.7,197,0,No Failure
28895,adce23d4,M,297.2,308.2,1405,42.5,204,0,No Failure
28896,bb94dc91,L,297.3,308.3,1504,36.3,45,0,No Failure
28897,b352530e,L,300.7,310.2,1569,32.8,31,0,No Failure
28898,b585a4f0,M,301.7,309.9,1457,39.2,192,0,No Failure
28899,2a7d2a19,L,300.6,310.4,1457,47.7,120,0,No Failure
28900,90273df5,L,298.7,310.2,1525,43.7,34,0,No Failure
28901,a3ed7935,H,302.4,310.2,1435,44.9,127,0,No Failure
28902,f47288ef,L,298.3,308.0,1578,37.8,101,0,No Failure
28903,3fb2053d,L,300.5,309.6,1390,48.4,194,0,No Failure
28904,14762860,L,297.9,308.8,1386,48.6,75,0,No Failure
28905,60c2f639,M,300.9,310.8,1988,19.7,136,0,No Failure
28906,a317cc47,L,300.7,311.1,2437,13.8,163,0,No Failure
28907,f352e3fa,L,298.8,308.5,1446,37.0,11,0,No Failure
28908,1e396f98,L,301.7,310.6,1545,42.1,68,0,No Failure
28909,62e030b8,L,300.6,310.4,2007,19.8,116,0,No Failure
28910,ea353ef6,H,298.0,308.0,1479,50.7,70,0,No Failure
28911,1bf33d95,L,300.7,309.6,1505,34.9,7,0,No Failure
28912,1994d9f3,M,301.5,310.7,1454,39.4,17,0,No Failure
28913,1b44eda4,L,301.4,310.4,1639,28.9,94,0,No Failure
28914,f613a58a,L,297.8,307.8,1383,56.5,98,0,No Failure
28915,e81f3d40,L,300.5,310.7,1606,33.5,121,0,No Failure
28916,5e2a9d75,M,301.7,309.9,1452,41.5,86,0,No Failure
28917,633eb589,L,301.3,311.1,1560,35.3,55,0,No Failure
28918,c9c2c56b,M,297.6,309.2,1442,48.1,0,0,No Failure
28919,690660bb,L,300.4,311.8,1636,32.3,7,0,No Failure
28920,017122d4,M,298.5,308.1,1501,39.2,127,0,No Failure
28921,6f5d4619,L,297.5,308.4,1528,39.9,160,0,No Failure
28922,ebaba1ac,L,298.9,309.9,1373,52.1,108,0,No Failure
28923,bd948225,L,301.3,311.1,1303,49.2,212,0,No Failure
28924,fc600774,M,302.2,311.5,1449,44.5,113,0,No Failure
28925,b12087fc,M,296.1,307.2,1619,29.7,17,0,No Failure
28926,ddf83820,L,298.3,308.4,1585,30.6,127,0,No Failure
28927,f2c0e642,H,300.4,311.4,1445,52.4,105,0,No Failure
28928,ad5e1e0c,H,300.9,310.7,1609,28.7,39,0,No Failure
28929,ad33438d,L,301.7,310.6,1447,56.9,47,0,No Failure
28930,5d5f1236,L,300.9,310.6,1350,53.8,131,0,No Failure
28931,7d91fe47,H,301.4,310.4,1610,38.6,16,0,No Failure
28932,c9a63673,L,300.5,310.6,1368,49.6,10,0,No Failure
28933,c288236e,M,301.8,310.7,1429,47.9,53,0,No Failure
28934,09eda5cc,L,299.3,308.6,1482,37.6,132,0,No Failure
28935,c4f1f5d3,M,295.5,306.0,1641,36.6,21,0,No Failure
28936,5619a839,M,298.2,308.3,1476,43.5,129,0,No Failure
28937,3df7b2d3,L,303.4,311.8,2268,15.8,20,0,No Failure
28938,36bf582c,L,295.8,306.4,1325,56.2,65,0,No Failure
28939,bfc5e5fa,L,302.3,311.0,1329,51.5,154,0,No Failure
28940,28564efe,L,298.7,309.8,1539,33.4,2,0,No Failure
28941,fc7e1a28,L,297.1,307.8,1477,36.6,177,0,No Failure
28942,ab39664f,M,300.5,309.4,2179,16.3,59,0,No Failure
28943,ab018df7,M,296.5,307.4,1350,55.6,69,0,No Failure
28944,70c3b4f1,L,301.5,311.1,1458,41.4,123,0,No Failure
28945,9b1e39e2,L,298.9,309.3,1665,32.5,93,0,No Failure
28946,8b3283fa,L,300.0,311.3,1493,41.4,28,0,No Failure
28947,e8514b8b,L,303.3,311.7,1539,38.5,221,0,No Failure
28948,90232bbc,L,298.1,309.0,1557,36.0,56,0,No Failure
28949,19b9649f,L,303.0,312.3,1533,38.5,134,0,No Failure
28950,ee1b2d33,L,295.8,306.6,1508,46.5,99,0,No Failure
28951,e94acc23,M,302.3,311.4,1855,23.9,43,0,No Failure
28952,6b65f610,L,299.0,310.2,1372,48.0,174,0,No Failure
28953,6d379fcb,L,297.6,308.3,1617,31.7,39,0,No Failure
28954,e8dcba99,M,299.0,308.7,1620,35.4,199,0,No Failure
28955,872bb433,L,301.9,311.3,1501,40.8,59,0,No Failure
28956,1b98e90d,L,301.3,310.9,1760,23.9,76,0,No Failure
28957,96da2af7,M,300.8,311.3,1465,43.2,113,0,No Failure
28958,6e245fc6,L,295.6,306.2,1443,48.9,33,0,No Failure
28959,dffd3008,L,300.4,309.7,1685,31.3,152,0,No Failure
28960,80174fa3,L,297.5,308.5,1536,36.9,108,0,No Failure
28961,735bc4a3,L,299.0,308.6,1734,32.4,161,0,No Failure
28962,eeda8f83,L,301.8,310.9,1609,31.7,202,0,No Failure
28963,38f5a9d0,L,298.9,308.3,1576,36.6,7,0,No Failure
28964,deedf3e3,L,299.2,308.5,1821,26.1,69,0,No Failure
28965,6b769cc5,L,298.1,309.0,1502,40.9,153,0,No Failure
28966,3b756ac0,L,298.8,309.9,1482,39.1,45,0,No Failure
28967,47f4b348,L,298.8,309.8,1753,27.5,130,0,No Failure
28968,630da7cc,L,302.7,312.3,1858,25.4,2,0,No Failure
28969,39315a3d,L,303.6,312.9,1450,45.3,29,0,No Failure
28970,319a4590,M,300.7,311.2,1769,26.5,63,0,No Failure
28971,4cc81bd0,M,299.7,310.4,1410,44.5,105,0,No Failure
28972,06d5f99b,H,298.4,309.3,1984,19.2,132,0,No Failure
28973,90a7fbda,M,297.8,309.8,1676,29.0,178,0,No Failure
28974,aa3615f2,L,298.8,309.9,1486,40.3,126,0,No Failure
28975,995ec2ac,L,297.5,308.6,1513,39.7,32,0,No Failure
28976,f7d1e6b7,L,298.3,307.9,1551,33.8,72,0,No Failure
28977,12079b2e,M,301.5,310.7,1347,47.9,29,0,No Failure
28978,ddb4e8ec,L,300.8,311.7,1753,29.0,8,0,No Failure
28979,f34d7462,L,298.8,309.8,1485,42.4,74,0,No Failure
28980,2efbb2f1,L,301.5,310.5,1636,28.7,106,0,No Failure
28981,98f19def,L,301.6,311.1,1680,29.2,111,0,No Failure
28982,ee8d9659,L,302.3,311.7,1648,32.1,197,0,No Failure
28983,71d57a00,L,300.3,311.8,1746,26.3,187,0,No Failure
28984,d0009b88,L,301.1,311.3,1630,29.5,51,0,No Failure
28985,53d2d967,M,299.5,309.1,1422,45.3,103,0,No Failure
28986,4371a15c,M,298.5,308.6,1897,20.2,50,0,No Failure
28987,b1061579,H,300.2,310.4,1501,42.9,212,0,No Failure
28988,cad692f9,L,300.0,311.5,1666,32.0,128,0,No Failure
28989,93445a41,H,302.5,311.5,1496,43.8,218,0,No Failure
28990,c4715062,L,300.1,309.0,1314,58.2,114,0,No Failure
28991,b1001b61,M,302.3,311.1,1435,43.1,149,0,No Failure
28992,c6caef04,M,297.9,308.7,1751,26.6,111,0,No Failure
28993,54e428a0,L,298.3,309.5,1542,36.7,134,0,No Failure
28994,13d03960,L,302.3,311.2,1786,24.3,81,0,No Failure
28995,84accfbf,L,302.8,310.6,1617,37.9,207,0,No Failure
28996,3910126c,L,298.2,308.2,1667,30.6,59,0,No Failure
28997,a6f96d6a,M,298.9,308.7,1402,49.8,167,0,No Failure
28998,41586d5b,L,303.5,312.0,1441,56.8,88,0,No Failure
28999,10ec1233,L,303.0,311.2,1735,26.1,194,0,No Failure
29000,4094de61,M,298.2,309.0,1353,50.3,150,0,No Failure
29001,ca2e29cd,M,301.5,310.7,1460,38.6,14,0,No Failure
29002,0645f214,L,300.5,309.5,1653,27.6,62,0,No Failure
29003,eb16d6ee,L,301.1,311.4,1531,38.7,55,0,No Failure
29004,71d33e58,L,299.9,309.3,1620,31.1,196,0,No Failure
29005,f7ef6d3f,H,300.7,309.5,2007,19.7,2,0,No Failure
29006,1cb047e6,M,298.5,309.4,1365,48.7,56,0,No Failure
29007,13d6ec99,L,298.8,309.6,1890,24.0,173,0,No Failure
29008,72270555,L,298.3,308.1,1528,33.9,82,0,No Failure
29009,9af4ae44,M,299.7,311.1,1618,30.3,125,0,No Failure
29010,95630db7,M,301.4,311.0,1234,55.8,152,0,No Failure
29011,e0b0cad7,H,301.3,310.4,1538,38.4,65,0,No Failure
29012,528abd89,M,297.7,309.7,1680,30.2,168,0,No Failure
29013,2fc561f4,L,300.2,311.5,1639,31.1,31,0,No Failure
29014,b6e69f11,L,301.4,310.5,1633,39.5,0,0,No Failure
29015,7cdcc678,H,300.2,309.9,1906,22.9,165,0,No Failure
29016,1ebe319f,M,300.9,312.1,1617,31.0,148,0,No Failure
29017,8920a4b5,L,295.7,306.3,1490,34.3,97,0,No Failure
29018,76e1c354,L,302.2,311.1,1630,34.6,94,0,No Failure
29019,211c69c3,M,300.8,310.4,1518,36.0,59,0,No Failure
29020,d4de4dc0,L,300.4,309.7,1384,45.1,159,0,No Failure
29021,45b50a32,M,297.6,308.3,1467,36.7,68,0,No Failure
29022,1003d3ec,L,300.1,311.5,1549,34.7,189,0,No Failure
29023,2534684a,L,298.7,308.4,1373,46.9,60,0,No Failure
29024,40c55ecd,M,303.0,311.2,1387,41.4,100,0,No Failure
29025,2af18519,M,301.1,312.3,1852,25.9,131,0,No Failure
29026,acbee61f,L,303.7,312.4,1702,31.2,144,0,No Failure
29027,6700780d,L,299.9,309.2,1598,34.6,111,0,No Failure
29028,41f15c7c,L,299.3,308.8,1550,45.8,170,0,No Failure
29029,64df5b46,M,301.1,311.3,1389,53.3,8,0,No Failure
29030,b982d19a,L,300.6,310.6,2127,18.7,53,0,No Failure
29031,eac31a08,L,300.3,310.4,1742,25.9,7,0,No Failure
29032,37953312,L,299.1,310.6,1380,44.7,170,0,No Failure
29033,db2fd4b3,H,301.5,310.5,1587,33.8,57,0,No Failure
29034,8b90b11e,M,303.9,313.2,1570,40.7,74,0,No Failure
29035,dab0a368,L,299.2,310.5,1705,29.5,95,0,No Failure
29036,f6080f33,M,298.9,309.0,1924,22.6,193,0,No Failure
29037,7009dcd4,L,302.0,309.8,1480,40.0,199,0,No Failure
29038,a027551f,L,299.5,310.1,1585,35.2,50,0,No Failure
29039,f9cf223e,L,298.5,309.4,1418,45.1,148,0,No Failure
29040,5300dddf,L,298.2,307.8,1530,35.9,68,0,No Failure
29041,d4a7585a,H,296.8,307.8,1627,30.5,117,0,No Failure
29042,990b7306,M,302.4,311.8,1539,39.9,101,0,No Failure
29043,6b627f3f,L,300.4,309.9,1376,43.5,74,0,No Failure
29044,7db6e78b,M,302.2,311.4,1626,31.6,62,0,No Failure
29045,1e4c6f6d,L,300.6,310.3,1920,22.3,223,0,No Failure
29046,f0c3f0c7,M,299.8,310.0,1397,48.1,164,0,No Failure
29047,e76f70fc,L,300.8,312.1,1505,41.3,173,0,No Failure
29048,c9677661,L,300.0,309.5,1728,26.0,37,0,No Failure
29049,6de666db,L,301.2,311.0,1573,32.8,57,0,No Failure
29050,713521d2,L,297.5,309.2,1715,28.0,30,0,No Failure
29051,3ba68e82,L,300.3,311.9,1692,31.5,187,0,No Failure
29052,8e824f19,L,299.6,311.0,1574,35.0,133,0,No Failure
29053,c8747393,M,298.1,308.5,1372,51.1,116,0,No Failure
29054,48374afc,L,300.9,310.3,1321,48.8,150,0,No Failure
29055,83e0cf43,M,300.1,311.4,1617,39.3,47,0,No Failure
29056,1dd9a206,L,300.5,309.5,1653,27.6,62,0,No Failure
29057,ab7a1867,M,299.7,311.0,1435,50.1,168,0,No Failure
29058,cc532168,L,303.5,311.6,1577,38.1,112,0,No Failure
29059,fe25f66c,L,298.6,309.3,1702,27.6,143,0,No Failure
29060,c279b2f0,H,298.4,308.2,1612,32.6,10,0,No Failure
29061,d1337790,L,302.2,311.5,1588,30.6,39,0,No Failure
29062,2767fd0c,M,300.2,311.6,1533,46.4,24,0,No Failure
29063,96b09041,L,301.1,311.2,1564,37.0,165,0,No Failure
29064,5af7efc4,L,296.9,307.9,1435,41.6,139,0,No Failure
29065,9c35da80,L,300.1,310.2,1475,54.2,53,0,No Failure
29066,4ea20e1c,L,301.2,310.8,1392,52.6,23,0,No Failure
29067,f3ac9779,L,300.2,309.5,1729,28.4,131,0,No Failure
29068,f0ed44e5,M,298.8,309.1,1472,47.5,125,0,No Failure
29069,20763da1,L,299.6,310.9,1472,40.9,137,0,No Failure
29070,3f4bd1ce,M,299.2,310.3,1551,44.8,18,0,No Failure
29071,634ae99b,M,300.7,310.8,1486,41.2,71,0,No Failure
29072,40eeb0fb,L,299.2,308.4,1475,38.7,22,0,No Failure
29073,0a81333f,M,302.2,311.3,1577,29.8,112,0,No Failure
29074,5249fed5,L,300.3,311.8,1418,45.9,53,0,No Failure
29075,e2625708,M,300.4,309.7,1685,32.3,167,0,No Failure
29076,94d78c10,L,300.5,311.7,1409,54.7,104,0,No Failure
29077,a890a97f,M,297.5,307.9,1544,37.9,136,0,No Failure
29078,c19a5a42,L,302.7,312.4,1954,24.8,13,0,No Failure
29079,229921a2,M,298.5,308.8,1557,36.0,21,0,No Failure
29080,9059f1b5,M,301.9,310.6,1475,47.8,179,0,No Failure
29081,3f8d233e,L,302.6,311.0,1520,42.8,148,0,No Failure
29082,e31bac35,M,298.5,309.3,1488,43.7,189,0,No Failure
29083,4637306a,L,298.3,309.4,1356,45.4,96,0,No Failure
29084,e41e8c95,M,301.1,310.5,1603,32.6,121,0,No Failure
29085,ceab377f,H,298.9,310.3,1243,63.0,163,0,No Failure
29086,c7ad07a3,H,303.5,311.7,1584,32.7,143,0,No Failure
29087,befb771f,L,299.8,309.3,1386,49.4,116,0,No Failure
29088,8811a190,M,297.2,308.5,1584,40.0,4,0,No Failure
29089,7d0a3a11,M,299.0,310.3,1689,29.7,101,0,No Failure
29090,5c2e7edd,L,297.4,308.4,1588,32.5,207,0,No Failure
29091,6a1b2016,M,297.3,308.1,1709,30.6,196,0,No Failure
29092,ce7f7f66,H,299.7,309.2,1355,44.8,127,0,No Failure
29093,2e5e95de,L,299.0,308.7,1583,32.5,25,0,No Failure
29094,7c0ae70a,L,298.6,309.8,1637,34.6,207,0,No Failure
29095,1a9bdfda,L,302.1,311.4,1446,39.7,95,0,No Failure
29096,32e01403,L,302.3,310.9,1459,35.0,32,0,No Failure
29097,f61912b0,M,301.3,311.0,1463,50.2,214,0,No Failure
29098,c3557b12,M,301.1,311.6,1266,55.5,210,0,No Failure
29099,3a49b0a5,L,299.2,308.7,1492,37.8,91,0,No Failure
29100,845958c1,M,299.7,309.2,1608,34.4,68,0,No Failure
29101,8a6134ab,M,302.0,310.6,1392,60.5,10,0,No Failure
29102,5e9f0941,L,297.8,307.5,1631,29.9,144,0,No Failure
29103,fa8cc233,M,298.9,309.8,2450,13.9,89,0,No Failure
29104,f9032907,M,300.7,311.9,1697,28.2,191,0,No Failure
29105,b69bee44,L,299.6,309.2,1713,26.5,167,0,No Failure
29106,20ba47cb,M,300.9,309.5,1758,26.8,116,0,No Failure
29107,1d0f06d2,M,298.9,308.5,1555,37.6,142,0,No Failure
29108,d6e5be68,L,300.6,310.1,1541,42.0,23,0,No Failure
29109,5a81b9a2,L,301.1,311.3,1268,60.0,53,0,No Failure
29110,9757b174,M,301.7,310.6,1417,45.2,185,0,No Failure
29111,39d54358,L,300.7,311.0,1377,49.9,124,0,No Failure
29112,f3ad56a3,L,298.7,309.6,1502,46.7,198,0,No Failure
29113,8e36c0c5,M,299.3,309.2,1440,37.5,111,0,No Failure
29114,53cf5fe5,H,297.0,307.9,1846,27.3,179,0,No Failure
29115,2e00a2dc,L,297.0,307.7,1731,28.5,186,0,No Failure
29116,67165a4d,M,298.0,308.7,1436,48.2,201,0,No Failure
29117,a23c2b85,M,298.8,309.8,1551,36.6,15,0,No Failure
29118,ab7388e8,L,297.9,308.5,1305,47.2,155,0,No Failure
29119,8c87212a,L,300.7,310.6,1491,43.2,187,0,No Failure
29120,d7ddfcf4,M,300.6,309.6,1365,50.0,70,0,No Failure
29121,c36ec83c,L,298.8,310.1,1607,39.5,105,0,No Failure
29122,0b234689,M,299.9,310.4,1576,34.3,188,0,No Failure
29123,16773b0f,L,300.7,312.3,1418,49.0,69,0,No Failure
29124,599cc5e0,L,303.9,313.1,1491,37.2,195,0,No Failure
29125,37626466,L,299.1,309.0,1405,53.8,18,0,No Failure
29126,5ca9eb0c,M,298.0,307.6,1472,46.7,116,0,No Failure
29127,423a0787,M,300.3,309.6,1419,42.5,137,0,No Failure
29128,d514cb2b,L,299.9,309.4,1322,53.9,33,0,No Failure
29129,7d9f1453,L,299.1,308.9,1680,27.2,110,0,No Failure
29130,e71e9270,L,302.1,311.2,1492,45.0,162,0,No Failure
29131,59a2a13a,M,301.3,310.7,1532,40.7,178,0,No Failure
29132,3304048c,L,300.7,311.0,1377,49.9,124,0,No Failure
29133,a7805d48,L,298.4,309.5,1397,50.3,110,0,No Failure
29134,a6e0ab66,L,300.6,310.9,1344,46.7,133,0,No Failure
29135,fe2bef17,M,298.1,309.2,1460,45.8,80,0,No Failure
29136,1d1259be,L,302.3,311.8,1433,50.3,183,0,No Failure
29137,7d926f9c,L,297.5,308.4,1747,31.0,45,0,No Failure
29138,f27116c4,H,298.9,310.1,1491,45.3,133,0,No Failure
29139,617aa1ef,H,300.3,311.6,1339,53.4,123,0,No Failure
29140,1978b801,M,299.1,310.3,1233,59.0,81,0,No Failure
29141,0621fd1b,L,298.2,308.4,1477,49.9,72,0,No Failure
29142,cc65a10f,L,299.7,310.3,1386,46.6,2,0,No Failure
29143,eafe76cd,L,296.3,307.2,1646,35.0,192,0,No Failure
29144,69c41739,L,298.1,308.7,1568,32.9,10,0,No Failure
29145,ac4ada5b,M,301.7,310.6,1492,42.2,85,0,No Failure
29146,a4ff49ea,M,298.0,309.0,1393,55.9,79,0,No Failure
29147,f8f01b2b,M,299.9,310.4,1576,34.3,188,0,No Failure
29148,7035cf99,M,298.1,308.0,1543,41.9,73,0,No Failure
29149,e5ce0abd,M,300.3,311.6,1312,53.4,151,0,No Failure
29150,cca5b504,L,298.1,309.0,1502,40.9,153,0,No Failure
29151,0dfc3718,M,302.6,312.4,1410,50.3,33,0,No Failure
29152,8003a55e,L,299.4,310.6,1348,54.5,22,0,No Failure
29153,7279a82a,L,298.2,308.7,1780,27.9,35,0,No Failure
29154,05247eea,L,297.1,308.4,1468,44.4,197,0,No Failure
29155,ca1431cf,H,297.8,309.4,1445,48.2,10,0,No Failure
29156,4ca757b9,L,300.9,310.7,1523,35.8,205,0,No Failure
29157,ccf9d5be,L,299.7,309.2,1631,35.1,177,0,No Failure
29158,5c21da27,L,298.8,309.8,1753,27.5,130,0,No Failure
29159,bd69aa28,M,299.9,311.3,1445,41.2,169,0,No Failure
29160,93ff3392,M,298.1,308.9,1335,50.4,110,0,No Failure
29161,adb60ddd,L,301.5,310.9,1600,39.0,160,0,No Failure
29162,efc75351,L,298.2,307.8,1575,35.0,137,0,No Failure
29163,000eafc3,L,302.1,311.2,1369,50.8,164,0,No Failure
29164,6d3303b9,M,299.0,310.3,1558,35.4,223,0,No Failure
29165,445a15a4,H,298.2,307.6,1318,55.7,0,0,No Failure
29166,03be5d30,L,300.5,311.6,1525,37.6,191,0,No Failure
29167,960f2b88,H,300.8,310.3,1777,30.1,38,0,No Failure
29168,fb4f7ef1,M,297.5,308.6,1349,51.5,21,0,No Failure
29169,259e5efb,M,298.2,308.7,1599,36.2,28,0,No Failure
29170,919688d2,M,300.0,311.4,1533,42.6,180,0,No Failure
29171,da446a09,H,301.0,311.0,1640,37.6,118,0,No Failure
29172,6de00bfa,M,301.7,310.1,1431,44.0,61,0,No Failure
29173,35a515ca,M,298.5,309.6,1492,41.7,100,0,No Failure
29174,40b556e7,L,300.8,310.7,1358,48.1,198,0,No Failure
29175,49ec5ab2,L,300.9,311.0,1316,56.5,120,0,No Failure
